timestamp;datetime;Head.state;Head.px;Head.py;Head.pz;Head.rx;Head.ry;Head.rz;Neck.state;Neck.px;Neck.py;Neck.pz;Neck.rx;Neck.ry;Neck.rz;SpineShoulder.state;SpineShoulder.px;SpineShoulder.py;SpineShoulder.pz;SpineShoulder.rx;SpineShoulder.ry;SpineShoulder.rz;SpineMid.state;SpineMid.px;SpineMid.py;SpineMid.pz;SpineMid.rx;SpineMid.ry;SpineMid.rz;SpineBase.state;SpineBase.px;SpineBase.py;SpineBase.pz;SpineBase.rx;SpineBase.ry;SpineBase.rz;ShoulderRight.state;ShoulderRight.px;ShoulderRight.py;ShoulderRight.pz;ShoulderRight.rx;ShoulderRight.ry;ShoulderRight.rz;ShoulderLeft.state;ShoulderLeft.px;ShoulderLeft.py;ShoulderLeft.pz;ShoulderLeft.rx;ShoulderLeft.ry;ShoulderLeft.rz;HipRight.state;HipRight.px;HipRight.py;HipRight.pz;HipRight.rx;HipRight.ry;HipRight.rz;HipLeft.state;HipLeft.px;HipLeft.py;HipLeft.pz;HipLeft.rx;HipLeft.ry;HipLeft.rz;ElbowRight.state;ElbowRight.px;ElbowRight.py;ElbowRight.pz;ElbowRight.rx;ElbowRight.ry;ElbowRight.rz;WristRight.state;WristRight.px;WristRight.py;WristRight.pz;WristRight.rx;WristRight.ry;WristRight.rz;HandRight.state;HandRight.px;HandRight.py;HandRight.pz;HandRight.rx;HandRight.ry;HandRight.rz;HandTipRight.state;HandTipRight.px;HandTipRight.py;HandTipRight.pz;HandTipRight.rx;HandTipRight.ry;HandTipRight.rz;ThumbRight.state;ThumbRight.px;ThumbRight.py;ThumbRight.pz;ThumbRight.rx;ThumbRight.ry;ThumbRight.rz;ElbowLeft.state;ElbowLeft.px;ElbowLeft.py;ElbowLeft.pz;ElbowLeft.rx;ElbowLeft.ry;ElbowLeft.rz;WristLeft.state;WristLeft.px;WristLeft.py;WristLeft.pz;WristLeft.rx;WristLeft.ry;WristLeft.rz;HandLeft.state;HandLeft.px;HandLeft.py;HandLeft.pz;HandLeft.rx;HandLeft.ry;HandLeft.rz;HandTipLeft.state;HandTipLeft.px;HandTipLeft.py;HandTipLeft.pz;HandTipLeft.rx;HandTipLeft.ry;HandTipLeft.rz;ThumbLeft.state;ThumbLeft.px;ThumbLeft.py;ThumbLeft.pz;ThumbLeft.rx;ThumbLeft.ry;ThumbLeft.rz;KneeRight.state;KneeRight.px;KneeRight.py;KneeRight.pz;KneeRight.rx;KneeRight.ry;KneeRight.rz;AnkleRight.state;AnkleRight.px;AnkleRight.py;AnkleRight.pz;AnkleRight.rx;AnkleRight.ry;AnkleRight.rz;FootRight.state;FootRight.px;FootRight.py;FootRight.pz;FootRight.rx;FootRight.ry;FootRight.rz;KneeLeft.state;KneeLeft.px;KneeLeft.py;KneeLeft.pz;KneeLeft.rx;KneeLeft.ry;KneeLeft.rz;AnkleLeft.state;AnkleLeft.px;AnkleLeft.py;AnkleLeft.pz;AnkleLeft.rx;AnkleLeft.ry;AnkleLeft.rz;FootLeft.state;FootLeft.px;FootLeft.py;FootLeft.pz;FootLeft.rx;FootLeft.ry;FootLeft.rz
1664462887.104167;2022-09-29_15:48:07.104167;2.000000;-0.107489;0.579090;3.349436;0.000000;0.000000;0.000000;2.000000;-0.123832;0.481035;3.400392;0.034167;0.980623;-0.188284;2.000000;-0.129772;0.414555;3.426675;0.034316;0.984631;-0.165763;2.000000;-0.147353;0.211998;3.496182;0.032302;0.986717;-0.147766;2.000000;-0.170706;-0.062239;3.578886;0.030012;0.985682;-0.148248;2.000000;0.011926;0.394686;3.468605;0.752214;0.623765;-0.028362;2.000000;-0.272190;0.398791;3.443912;0.739622;-0.648626;0.087030;2.000000;-0.104856;-0.066189;3.554428;0.694328;0.685892;-0.214425;2.000000;-0.233082;-0.056830;3.532756;-0.610063;0.720352;-0.305034;2.000000;0.028329;0.138835;3.501912;0.824500;0.062635;0.561263;2.000000;0.024657;-0.086112;3.485400;0.602583;-0.034128;0.797174;1.000000;0.009124;-0.129564;3.492026;0.624402;-0.051843;0.759055;2.000000;0.006175;-0.160297;3.500049;0.000000;0.000000;0.000000;2.000000;0.023359;-0.133252;3.474105;0.000000;0.000000;0.000000;2.000000;-0.345557;0.182376;3.498239;0.896252;-0.193466;-0.396763;2.000000;-0.353870;-0.059419;3.480242;-0.486729;-0.024067;0.872596;1.000000;-0.347337;-0.116508;3.497268;-0.475744;0.099436;0.866001;2.000000;-0.332308;-0.150226;3.491076;0.000000;0.000000;0.000000;2.000000;-0.363728;-0.120454;3.488222;0.000000;0.000000;0.000000;2.000000;-0.100574;-0.335246;3.553517;0.649532;0.003883;0.760291;2.000000;-0.122245;-0.649365;3.635026;0.675605;0.069599;0.725572;2.000000;-0.115696;-0.703062;3.517092;0.000000;0.000000;0.000000;2.000000;-0.248439;-0.338108;3.551805;0.759139;-0.042636;-0.649482;2.000000;-0.249461;-0.633692;3.597160;0.727006;-0.053300;-0.682404;2.000000;-0.241715;-0.687481;3.479272;0.000000;0.000000;0.00000
1664462887.546285;2022-09-29_15:48:07.546285;2.000000;-0.119991;0.582065;3.336827;0.000000;0.000000;0.000000;2.000000;-0.147984;0.476143;3.389517;0.006399;0.980863;-0.182115;2.000000;-0.150672;0.409251;3.415052;0.009781;0.985116;-0.156784;2.000000;-0.159400;0.207645;3.480272;0.016925;0.987020;-0.138112;2.000000;-0.175144;-0.064756;3.556761;0.015735;0.986293;-0.138252;2.000000;0.001082;0.395351;3.461841;0.737204;0.642441;-0.011367;2.000000;-0.284826;0.396912;3.416980;0.729756;-0.664146;0.115087;2.000000;-0.110515;-0.067087;3.533681;0.688719;0.694075;-0.206484;2.000000;-0.236224;-0.061386;3.509345;-0.620227;0.707653;-0.305851;2.000000;0.012333;0.174282;3.495924;0.746780;0.069441;0.660195;2.000000;0.016750;-0.050618;3.474847;0.596917;-0.031594;0.800883;1.000000;0.000591;-0.095268;3.482460;0.625975;-0.046962;0.756560;2.000000;-0.003376;-0.130811;3.478803;0.000000;0.000000;0.000000;2.000000;0.015138;-0.101791;3.462819;0.000000;0.000000;0.000000;2.000000;-0.359772;0.160213;3.467192;0.866406;-0.180203;-0.465357;2.000000;-0.387645;-0.062994;3.453114;0.778995;-0.028845;-0.623173;1.000000;-0.383824;-0.112837;3.464046;0.773348;-0.038248;-0.623667;2.000000;-0.375981;-0.148654;3.455392;0.000000;0.000000;0.000000;2.000000;-0.406071;-0.103600;3.436714;0.000000;0.000000;0.000000;2.000000;-0.096090;-0.342835;3.544894;0.640662;0.032318;0.767111;2.000000;-0.126372;-0.640880;3.632278;0.653061;0.073908;0.742328;2.000000;-0.113403;-0.693901;3.514451;0.000000;0.000000;0.000000;2.000000;-0.268488;-0.339051;3.531166;0.767369;-0.069291;-0.637414;2.000000;-0.273323;-0.629188;3.580290;0.976925;-0.024580;-0.196301;2.000000;-0.226693;-0.695366;3.571169;0.000000;0.000000;0.00000
1664462887.641397;2022-09-29_15:48:07.641397;2.000000;-0.127596;0.580836;3.328701;0.000000;0.000000;0.000000;2.000000;-0.150070;0.478811;3.378770;0.012399;0.980210;-0.184401;2.000000;-0.153695;0.411892;3.404609;0.013747;0.984110;-0.161808;2.000000;-0.164487;0.208639;3.472520;0.016450;0.986225;-0.143267;2.000000;-0.180436;-0.065989;3.552731;0.015294;0.985540;-0.143395;2.000000;-0.004598;0.396161;3.455658;0.741368;0.633125;-0.005952;2.000000;-0.292587;0.396169;3.410310;0.737267;-0.653907;0.112396;2.000000;-0.115670;-0.068133;3.529824;0.687050;0.695284;-0.208713;2.000000;-0.241663;-0.062600;3.505296;-0.618959;0.708417;-0.308270;2.000000;0.007868;0.175475;3.491116;0.767208;0.072230;0.635842;2.000000;0.011752;-0.069186;3.478428;0.605478;-0.015807;0.795401;1.000000;-0.006595;-0.112089;3.487732;0.638108;-0.053573;0.737341;2.000000;-0.008115;-0.140541;3.484402;0.000000;0.000000;0.000000;2.000000;0.012059;-0.121108;3.472750;0.000000;0.000000;0.000000;2.000000;-0.364565;0.160035;3.463903;0.849662;-0.179458;-0.495441;2.000000;-0.394462;-0.062907;3.450918;0.949735;-0.054524;-0.304538;1.000000;-0.393414;-0.101712;3.462026;0.938825;-0.031736;-0.314861;2.000000;-0.377765;-0.130406;3.471729;0.000000;0.000000;0.000000;2.000000;-0.399893;-0.104033;3.425966;0.000000;0.000000;0.000000;2.000000;-0.097612;-0.345492;3.545780;0.640524;0.042825;0.766715;2.000000;-0.123084;-0.640892;3.633007;0.654281;0.079429;0.741496;2.000000;-0.110039;-0.694395;3.515533;0.000000;0.000000;0.000000;2.000000;-0.276342;-0.341100;3.527690;0.767537;-0.072989;-0.636775;2.000000;-0.277356;-0.624843;3.576767;0.957891;-0.025229;-0.274093;2.000000;-0.235006;-0.693778;3.566857;0.000000;0.000000;0.00000
1664462887.718508;2022-09-29_15:48:07.718508;2.000000;-0.132902;0.578010;3.318752;0.000000;0.000000;0.000000;2.000000;-0.154800;0.478792;3.369447;0.013608;0.979700;-0.188668;2.000000;-0.158525;0.411920;3.395943;0.014157;0.983607;-0.166774;2.000000;-0.169355;0.208391;3.466270;0.014639;0.985912;-0.148848;2.000000;-0.184092;-0.066773;3.550182;0.013587;0.985358;-0.148948;2.000000;-0.010994;0.392589;3.446920;0.749228;0.622804;-0.010564;2.000000;-0.299019;0.396258;3.403502;0.736844;-0.653070;0.111256;2.000000;-0.119250;-0.068727;3.526332;0.683573;0.696310;-0.216480;2.000000;-0.245268;-0.063518;3.503655;-0.619512;0.709131;-0.308296;2.000000;0.004465;0.173884;3.489233;0.757128;0.088260;0.645350;2.000000;0.012006;-0.063572;3.478928;0.512372;-0.010481;0.858344;1.000000;-0.005317;-0.104827;3.483124;0.541340;-0.069063;0.816054;2.000000;-0.012897;-0.140709;3.488552;0.000000;0.000000;0.000000;2.000000;0.012167;-0.112116;3.470337;0.000000;0.000000;0.000000;2.000000;-0.367431;0.160801;3.460931;0.851902;-0.177549;-0.491686;2.000000;-0.392959;-0.062714;3.450421;-0.619789;0.016934;0.782362;1.000000;-0.391098;-0.109862;3.469748;-0.605292;0.140560;0.771977;2.000000;-0.387542;-0.149478;3.474722;0.000000;0.000000;0.000000;2.000000;-0.409509;-0.115796;3.460250;0.000000;0.000000;0.000000;2.000000;-0.098153;-0.346252;3.544813;0.646100;0.049789;0.761591;2.000000;-0.124303;-0.643048;3.633363;0.769063;0.057440;0.621268;2.000000;-0.144121;-0.722059;3.591030;0.000000;0.000000;0.000000;2.000000;-0.278827;-0.341791;3.526115;0.762950;-0.071556;-0.642437;2.000000;-0.282555;-0.621148;3.573589;0.972487;-0.024764;-0.217164;2.000000;-0.239077;-0.689430;3.563991;0.000000;0.000000;0.00000
1664462887.781757;2022-09-29_15:48:07.781757;2.000000;-0.140749;0.573873;3.305246;0.000000;0.000000;0.000000;2.000000;-0.157626;0.477258;3.359140;0.016968;0.979014;-0.194469;2.000000;-0.161668;0.410557;3.386490;0.017043;0.983105;-0.172367;2.000000;-0.173327;0.207301;3.459336;0.016069;0.985542;-0.154146;2.000000;-0.188581;-0.067816;3.546509;0.014724;0.984907;-0.154280;2.000000;-0.018496;0.392203;3.434461;0.748320;0.623281;-0.018643;2.000000;-0.305594;0.395233;3.397766;0.735835;-0.652368;0.106402;2.000000;-0.124098;-0.069714;3.522045;0.681299;0.696554;-0.222674;2.000000;-0.249311;-0.064554;3.500754;-0.618395;0.710322;-0.310089;2.000000;-0.006806;0.172501;3.474009;0.641713;0.084854;0.761329;2.000000;0.011794;-0.059118;3.477607;0.851569;0.038188;0.522653;2.000000;-0.006752;-0.109816;3.481282;0.814942;-0.124858;0.551683;2.000000;-0.003376;-0.169094;3.484297;0.000000;0.000000;0.000000;2.000000;0.008449;-0.105042;3.451875;0.000000;0.000000;0.000000;2.000000;-0.372182;0.159291;3.458447;0.835613;-0.178314;-0.518515;2.000000;-0.404451;-0.069612;3.455592;0.892341;-0.059820;-0.445863;1.000000;-0.405964;-0.113081;3.473170;0.875367;-0.100973;-0.443875;2.000000;-0.402769;-0.140336;3.483467;0.000000;0.000000;0.000000;2.000000;-0.419558;-0.114980;3.436375;0.000000;0.000000;0.000000;2.000000;-0.102495;-0.350478;3.541473;0.649655;0.051099;0.758480;2.000000;-0.127381;-0.645571;3.631577;0.662048;0.082091;0.733723;2.000000;-0.117159;-0.699968;3.514425;0.000000;0.000000;0.000000;2.000000;-0.281035;-0.340873;3.524384;0.759923;-0.070889;-0.646120;2.000000;-0.284177;-0.620944;3.572864;0.974480;-0.023247;-0.207441;2.000000;-0.239958;-0.688523;3.564172;0.000000;0.000000;0.00000
1664462887.847133;2022-09-29_15:48:07.847133;2.000000;-0.146697;0.570937;3.293817;0.000000;0.000000;0.000000;2.000000;-0.161987;0.474445;3.347013;0.020056;0.978351;-0.198800;2.000000;-0.166365;0.408053;3.374923;0.020192;0.982569;-0.176534;2.000000;-0.179113;0.205532;3.449439;0.019375;0.984996;-0.158501;2.000000;-0.196163;-0.069092;3.539063;0.017766;0.984281;-0.158690;2.000000;-0.023573;0.394261;3.421622;0.738369;0.633850;-0.022802;2.000000;-0.311602;0.392286;3.390204;0.737218;-0.648797;0.100895;2.000000;-0.132151;-0.070046;3.514002;0.675027;0.701322;-0.226447;2.000000;-0.256374;-0.066743;3.493973;-0.621034;0.707162;-0.314186;2.000000;-0.005822;0.127054;3.475185;0.647626;0.096107;0.754845;2.000000;0.015115;-0.096513;3.477985;0.132729;0.012388;0.990033;2.000000;-0.004274;-0.103338;3.475459;0.428262;-0.365226;0.693809;2.000000;0.001379;-0.159965;3.492799;0.000000;0.000000;0.000000;2.000000;0.016499;-0.097935;3.459400;0.000000;0.000000;0.000000;2.000000;-0.379767;0.149849;3.456139;0.832143;-0.181368;-0.522666;2.000000;-0.415243;-0.077034;3.462322;-0.494707;0.050157;0.865496;1.000000;-0.410002;-0.128113;3.481901;-0.478656;0.134710;0.857694;2.000000;-0.397629;-0.162347;3.480049;0.000000;0.000000;0.000000;2.000000;-0.425488;-0.130518;3.475375;0.000000;0.000000;0.000000;2.000000;-0.108989;-0.354783;3.529584;0.650413;0.047081;0.758009;2.000000;-0.127501;-0.646117;3.624345;0.667252;0.094602;0.727591;2.000000;-0.118565;-0.700876;3.507341;0.000000;0.000000;0.000000;2.000000;-0.286244;-0.343522;3.520968;0.758936;-0.072131;-0.647154;2.000000;-0.286363;-0.627812;3.570888;0.973225;-0.018747;-0.212833;2.000000;-0.236413;-0.692847;3.558998;0.000000;0.000000;0.00000
1664462887.910305;2022-09-29_15:48:07.910305;2.000000;-0.152444;0.568323;3.279812;0.000000;0.000000;0.000000;2.000000;-0.166223;0.472674;3.333827;0.028867;0.978363;-0.199473;2.000000;-0.171664;0.406129;3.361902;0.029279;0.982514;-0.177582;2.000000;-0.187827;0.203135;3.437038;0.028700;0.984870;-0.160568;2.000000;-0.209724;-0.072090;3.528002;0.027095;0.984237;-0.160847;2.000000;-0.028678;0.386193;3.410315;0.751577;0.617189;-0.024395;2.000000;-0.316211;0.389219;3.381969;0.741100;-0.642739;0.091225;2.000000;-0.143632;-0.072069;3.501823;0.670081;0.706235;-0.225489;2.000000;-0.271795;-0.070724;3.484184;-0.627447;0.705069;-0.311964;2.000000;-0.008036;0.122462;3.468979;0.705743;0.103934;0.698985;2.000000;0.008610;-0.101646;3.468604;0.780203;0.028414;0.624427;2.000000;-0.003522;-0.127668;3.473420;0.727286;-0.103563;0.646515;2.000000;0.001371;-0.168536;3.472797;0.000000;0.000000;0.000000;2.000000;0.013621;-0.124078;3.449200;0.000000;0.000000;0.000000;2.000000;-0.384813;0.148760;3.451986;0.806731;-0.188880;-0.558742;2.000000;-0.424067;-0.071931;3.458068;0.820542;-0.080110;-0.564627;2.000000;-0.419639;-0.088832;3.459088;0.788849;0.083716;-0.600478;2.000000;-0.425488;-0.144738;3.475456;0.000000;0.000000;0.000000;2.000000;-0.445271;-0.093228;3.431871;0.000000;0.000000;0.000000;2.000000;-0.122525;-0.354854;3.483232;0.649240;-0.000717;0.758968;2.000000;-0.129227;-0.654218;3.615741;0.801699;0.109962;0.560710;2.000000;-0.154145;-0.732087;3.580029;0.000000;0.000000;0.000000;2.000000;-0.292070;-0.350721;3.517635;0.754094;-0.065994;-0.653095;2.000000;-0.292559;-0.626920;3.568325;0.729805;-0.062307;-0.677621;2.000000;-0.283359;-0.681944;3.451406;0.000000;0.000000;0.00000
1664462887.97627;2022-09-29_15:48:07.976270;2.000000;-0.157056;0.566082;3.266394;0.000000;0.000000;0.000000;2.000000;-0.169409;0.469460;3.319028;0.036897;0.978236;-0.199201;2.000000;-0.175904;0.403256;3.346898;0.037757;0.982409;-0.176988;2.000000;-0.195446;0.201454;3.421242;0.037802;0.984680;-0.159770;2.000000;-0.222348;-0.071594;3.510769;0.035971;0.983943;-0.160192;2.000000;-0.031753;0.383547;3.398119;0.750658;0.616175;-0.019966;2.000000;-0.320301;0.386599;3.371086;0.741509;-0.640784;0.081745;2.000000;-0.155193;-0.071741;3.484842;0.672622;0.705440;-0.220457;2.000000;-0.285117;-0.070029;3.466783;-0.625962;0.706525;-0.312992;2.000000;-0.010924;0.122453;3.458885;0.777610;0.101320;0.617125;2.000000;-0.002917;-0.101342;3.469296;0.637590;0.029287;0.769818;2.000000;-0.003693;-0.126676;3.466736;0.636564;-0.048486;0.769430;2.000000;0.006126;-0.173605;3.479296;0.000000;0.000000;0.000000;2.000000;0.010815;-0.145108;3.456600;0.000000;0.000000;0.000000;2.000000;-0.393390;0.137105;3.447215;0.834007;-0.192435;-0.514713;2.000000;-0.427688;-0.084068;3.457171;0.913768;-0.079301;-0.398290;2.000000;-0.424565;-0.098595;3.450600;0.891978;0.173600;-0.389163;2.000000;-0.428997;-0.156147;3.465703;0.000000;0.000000;0.000000;2.000000;-0.451089;-0.100515;3.422222;0.000000;0.000000;0.000000;2.000000;-0.137783;-0.337974;3.413789;0.679577;-0.072687;0.721322;2.000000;-0.133478;-0.633110;3.562197;0.682892;0.169133;0.693054;2.000000;-0.131226;-0.721680;3.511719;0.000000;0.000000;0.000000;2.000000;-0.296212;-0.351443;3.511402;0.753490;-0.066139;-0.652465;2.000000;-0.290344;-0.630513;3.568207;0.725143;-0.061072;-0.681188;2.000000;-0.281594;-0.685435;3.451209;0.000000;0.000000;0.00000
1664462888.038741;2022-09-29_15:48:08.038741;2.000000;-0.158531;0.564116;3.253506;0.000000;0.000000;0.000000;2.000000;-0.173698;0.467464;3.304872;0.032053;0.978538;-0.198430;2.000000;-0.179496;0.401459;3.332549;0.032259;0.982673;-0.176534;2.000000;-0.196655;0.200217;3.406533;0.030305;0.984759;-0.159461;2.000000;-0.219554;-0.072274;3.495784;0.027866;0.983690;-0.159906;2.000000;-0.035234;0.388622;3.382231;0.735908;0.634064;-0.018895;2.000000;-0.323268;0.385527;3.356866;0.740144;-0.642339;0.080576;2.000000;-0.152179;-0.071386;3.470682;0.668276;0.710824;-0.217336;2.000000;-0.282592;-0.071773;3.450822;-0.630526;0.700742;-0.314968;2.000000;-0.018024;0.169145;3.421590;0.700791;0.089999;0.706811;2.000000;0.000337;-0.064804;3.453969;0.628947;0.077715;0.773443;2.000000;-0.003048;-0.102422;3.454909;0.630261;-0.018634;0.774987;2.000000;0.010861;-0.155812;3.471133;0.000000;0.000000;0.000000;2.000000;0.018974;-0.096389;3.435750;0.000000;0.000000;0.000000;2.000000;-0.397754;0.135683;3.436809;0.827317;-0.197963;-0.523118;2.000000;-0.429283;-0.086541;3.439122;0.899604;-0.065730;-0.430962;2.000000;-0.435560;-0.125229;3.446539;0.893447;-0.112151;-0.432079;2.000000;-0.438184;-0.158408;3.463698;0.000000;0.000000;0.000000;2.000000;-0.448694;-0.109111;3.400250;0.000000;0.000000;0.000000;2.000000;-0.135584;-0.329331;3.350387;0.657165;-0.139737;0.721464;2.000000;-0.144193;-0.640131;3.498224;0.723017;0.138251;0.654696;2.000000;-0.153731;-0.719856;3.449118;0.000000;0.000000;0.000000;2.000000;-0.300235;-0.352118;3.494872;0.758761;-0.074098;-0.645965;2.000000;-0.292900;-0.634811;3.566279;0.926369;-0.032380;-0.355613;2.000000;-0.250683;-0.706160;3.546847;0.000000;0.000000;0.00000
1664462888.105361;2022-09-29_15:48:08.105361;2.000000;-0.157121;0.565462;3.242391;0.000000;0.000000;0.000000;2.000000;-0.173098;0.468002;3.292888;0.032908;0.978540;-0.199465;2.000000;-0.178893;0.401738;3.320869;0.032884;0.982646;-0.177940;2.000000;-0.196002;0.199702;3.395894;0.031367;0.985037;-0.161250;2.000000;-0.218732;-0.073852;3.486807;0.029656;0.984429;-0.161573;2.000000;-0.038302;0.390297;3.367652;0.733456;0.637523;-0.023096;2.000000;-0.322956;0.385096;3.348006;0.742082;-0.638661;0.075586;2.000000;-0.151023;-0.072499;3.459401;0.663067;0.712505;-0.226003;2.000000;-0.282039;-0.073629;3.443943;-0.634622;0.701071;-0.309506;2.000000;-0.012993;0.133533;3.426718;0.742848;0.110612;0.658192;2.000000;0.004857;-0.088609;3.446560;0.598278;0.059508;0.799058;2.000000;-0.000643;-0.104215;3.445966;0.613055;-0.119066;0.771647;2.000000;0.010862;-0.159049;3.472799;0.000000;0.000000;0.000000;2.000000;0.020007;-0.095712;3.413375;0.000000;0.000000;0.000000;2.000000;-0.399282;0.131776;3.429296;0.838555;-0.198095;-0.504434;2.000000;-0.430668;-0.090052;3.436997;0.851301;-0.068881;-0.519676;2.000000;-0.438428;-0.127585;3.439295;0.848082;-0.102385;-0.519156;2.000000;-0.435857;-0.157574;3.445448;0.000000;0.000000;0.000000;2.000000;-0.450329;-0.135565;3.416667;0.000000;0.000000;0.000000;2.000000;-0.138736;-0.333888;3.343716;0.664914;-0.136666;0.717418;2.000000;-0.144000;-0.640904;3.458203;0.631504;0.130896;0.754738;2.000000;-0.126831;-0.726074;3.380859;0.000000;0.000000;0.000000;2.000000;-0.297582;-0.353151;3.483069;0.749564;-0.066496;-0.657706;2.000000;-0.293563;-0.638432;3.564753;0.718406;-0.090688;-0.681567;2.000000;-0.286318;-0.693308;3.447697;0.000000;0.000000;0.00000
